Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Kia Seltos,2008,3.12,7.84,157545,CNG,Individual,Automatic,1
Kia Seltos,2017,5.73,9.82,184736,Diesel,Individual,Manual,1
Skoda Rapid,2017,8.03,17.68,47814,CNG,Dealer,Automatic,2
Ford EcoSport,2023,25.79,34.75,43196,Diesel,Individual,Automatic,1
Maruti Baleno,2013,7.6,22.81,48894,Diesel,Dealer,Automatic,1
Hyundai i20,2005,9.46,29.48,122626,Petrol,Individual,Manual,0
Maruti Baleno,2007,7.56,17.17,181421,Petrol,Individual,Manual,3
Mahindra Scorpio,2020,21.07,27.37,13876,Diesel,Individual,Automatic,2
Skoda Rapid,2012,2.92,6.21,123248,Petrol,Individual,Manual,2
Mahindra Scorpio,2015,6.02,15.81,104485,Petrol,Dealer,Automatic,2
Volkswagen Polo,2011,5.1,20.26,157364,Diesel,Individual,Manual,2
Renault Kwid,2011,13.07,27.75,220379,CNG,Individual,Manual,0
Maruti Baleno,2012,12.12,22.13,84436,Petrol,Dealer,Automatic,0
Renault Kwid,2021,14.69,24.9,56137,Petrol,Individual,Automatic,0
Honda City,2010,1.42,5.01,112594,Diesel,Individual,Automatic,2
Toyota Fortuner,2005,1.43,5.02,50201,Petrol,Individual,Manual,3
Hyundai i20,2005,2.53,8.48,187700,Petrol,Individual,Automatic,2
Maruti Swift,2023,15.68,28.68,61344,Diesel,Dealer,Manual,0
Tata Nexon,2006,2.49,7.98,184047,CNG,Individual,Automatic,0
Renault Kwid,2010,10.18,22.31,142263,CNG,Dealer,Manual,1
Ford EcoSport,2022,6.33,11.35,195195,Petrol,Dealer,Manual,2
Mahindra Scorpio,2013,5.54,12.19,76833,Petrol,Individual,Manual,2
Hyundai Verna,2009,4.65,20.63,14873,CNG,Individual,Manual,0
Toyota Fortuner,2014,2.66,8.88,239088,CNG,Individual,Manual,1
Mahindra Scorpio,2015,4.12,9.28,16772,Diesel,Dealer,Automatic,3
Kia Seltos,2014,19.45,32.09,29648,CNG,Individual,Automatic,3
Kia Seltos,2012,14.44,28.52,201436,CNG,Dealer,Automatic,1
Kia Seltos,2022,9.23,12.84,102462,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2014,13.13,25.96,82506,Diesel,Dealer,Automatic,2
Ford EcoSport,2023,11.63,15.14,175939,CNG,Individual,Manual,1
Tata Nexon,2013,4.68,14.22,6515,CNG,Dealer,Manual,1
Honda City,2008,4.0,14.43,36186,Petrol,Dealer,Automatic,2
Kia Seltos,2012,2.61,4.72,233943,CNG,Individual,Manual,2
Toyota Fortuner,2014,15.76,27.23,123680,Diesel,Individual,Automatic,2
Honda City,2021,12.19,24.09,81106,Diesel,Dealer,Manual,1
Kia Seltos,2015,16.47,30.43,142293,CNG,Individual,Automatic,0
Hyundai Verna,2012,17.58,30.75,57335,Diesel,Dealer,Manual,0
Kia Seltos,2012,8.63,24.36,247371,CNG,Dealer,Manual,1
Volkswagen Polo,2005,6.16,17.69,168045,CNG,Individual,Manual,0
Mahindra Scorpio,2005,2.26,8.24,207211,Petrol,Dealer,Manual,2
Hyundai Verna,2020,16.4,29.38,169211,CNG,Individual,Manual,3
Mahindra XUV500,2021,9.24,12.04,115195,CNG,Individual,Automatic,1
Toyota Fortuner,2019,21.43,33.73,109718,Diesel,Individual,Manual,3
Hyundai Verna,2019,22.18,30.49,111337,Petrol,Individual,Automatic,1
Kia Seltos,2005,0.8,3.85,107478,Diesel,Dealer,Manual,1
Ford EcoSport,2010,1.73,4.08,119010,Diesel,Individual,Manual,0
Volkswagen Polo,2007,9.72,31.54,142521,Diesel,Individual,Manual,2
Mahindra Scorpio,2006,13.51,32.72,142126,Diesel,Individual,Automatic,0
Volkswagen Polo,2009,11.39,32.38,203159,CNG,Dealer,Manual,3
Hyundai Verna,2006,0.75,2.01,105963,Diesel,Individual,Automatic,1
Ford EcoSport,2010,9.34,26.18,145896,Diesel,Dealer,Manual,2
Volkswagen Polo,2008,7.43,18.91,73689,CNG,Dealer,Manual,3
Volkswagen Polo,2013,7.65,26.73,242243,Diesel,Individual,Automatic,1
Hyundai Verna,2021,10.1,14.93,149401,Diesel,Dealer,Manual,0
Volkswagen Polo,2014,17.1,30.96,224793,CNG,Individual,Manual,1
Volkswagen Polo,2008,9.72,34.63,76927,Diesel,Individual,Manual,3
Renault Kwid,2005,8.97,31.25,99000,Diesel,Dealer,Manual,0
Tata Nexon,2019,10.59,15.31,61754,CNG,Individual,Automatic,3
Tata Nexon,2012,3.83,12.16,70776,Petrol,Individual,Automatic,2
Renault Kwid,2007,4.43,13.99,214884,Diesel,Dealer,Automatic,1
Tata Nexon,2014,3.47,5.52,149926,Diesel,Individual,Automatic,2
Honda City,2018,14.26,24.24,71766,Diesel,Individual,Automatic,2
Mahindra Scorpio,2016,1.37,2.69,98297,Petrol,Dealer,Automatic,0
Tata Nexon,2005,8.94,33.53,60514,Petrol,Dealer,Automatic,3
Renault Kwid,2012,4.93,9.01,85859,Petrol,Individual,Automatic,3
Toyota Fortuner,2011,3.12,8.57,24782,CNG,Individual,Automatic,0
Maruti Baleno,2020,4.0,7.28,106010,Diesel,Individual,Automatic,0
Honda City,2010,8.23,23.61,48880,Petrol,Individual,Manual,0
Maruti Baleno,2022,7.66,9.28,212968,CNG,Dealer,Automatic,0
Hyundai i20,2005,1.11,3.42,81396,CNG,Individual,Manual,0
Mahindra XUV500,2005,4.61,18.77,13997,CNG,Individual,Automatic,0
Volkswagen Polo,2007,3.16,8.34,112041,Petrol,Dealer,Manual,2
Kia Seltos,2022,21.92,32.49,54768,Petrol,Dealer,Automatic,3
Maruti Swift,2014,2.52,6.9,140393,Diesel,Individual,Manual,1
Renault Kwid,2014,16.64,33.94,222070,Diesel,Dealer,Automatic,3
Hyundai i20,2019,18.41,27.06,87203,Petrol,Individual,Automatic,2
Mahindra XUV500,2008,4.09,19.07,97172,CNG,Dealer,Manual,3
Hyundai Verna,2005,7.7,30.17,32160,Petrol,Individual,Manual,0
Renault Kwid,2012,2.28,8.83,124392,Petrol,Individual,Manual,0
Skoda Rapid,2013,4.48,13.31,166040,Petrol,Individual,Automatic,1
Toyota Corolla,2022,22.41,31.19,168991,Diesel,Dealer,Manual,1
Hyundai i20,2009,6.82,21.78,137624,Petrol,Individual,Manual,0
Kia Seltos,2019,13.42,31.07,199824,Petrol,Dealer,Manual,2
Hyundai i20,2023,4.16,4.87,85409,Petrol,Individual,Automatic,1
Ford EcoSport,2007,4.1,13.6,16049,CNG,Dealer,Automatic,0
Tata Nexon,2007,6.36,16.31,99774,Diesel,Dealer,Automatic,3
Volkswagen Polo,2011,3.42,13.19,175851,Petrol,Individual,Automatic,0
Kia Seltos,2020,9.34,14.79,208975,Petrol,Dealer,Automatic,1
Hyundai Verna,2013,4.79,9.23,220705,Diesel,Individual,Manual,0
Maruti Swift,2007,13.34,33.92,164484,Diesel,Dealer,Automatic,1
Volkswagen Polo,2016,15.99,33.75,224040,Petrol,Individual,Automatic,1
Maruti Swift,2020,1.01,2.03,88521,Diesel,Dealer,Manual,2
Hyundai i20,2020,13.59,20.17,36315,CNG,Individual,Manual,2
Toyota Corolla,2008,3.57,15.8,114906,Diesel,Individual,Manual,1
Honda City,2022,5.98,12.82,50178,Diesel,Individual,Manual,2
Skoda Rapid,2010,4.22,8.83,118204,CNG,Dealer,Automatic,2
Honda City,2019,6.33,16.2,148737,Petrol,Dealer,Manual,0
Ford EcoSport,2010,4.32,8.99,238876,Petrol,Dealer,Manual,1
Toyota Fortuner,2007,3.94,12.11,29054,Diesel,Individual,Automatic,1
Maruti Swift,2006,1.39,3.74,50689,Petrol,Dealer,Manual,1
Toyota Corolla,2016,2.09,3.89,130865,Petrol,Individual,Automatic,0
Honda City,2022,12.13,26.01,73619,Petrol,Individual,Automatic,1
Mahindra Scorpio,2015,9.35,22.57,229126,Petrol,Individual,Automatic,1
Tata Nexon,2008,3.23,8.52,145399,Petrol,Individual,Automatic,0
Kia Seltos,2022,9.01,11.13,25116,Diesel,Individual,Manual,3
Volkswagen Polo,2013,4.79,12.82,51501,Diesel,Individual,Manual,3
Mahindra Scorpio,2010,8.64,20.24,13433,Diesel,Individual,Manual,1
Maruti Baleno,2010,10.22,22.27,166149,CNG,Individual,Manual,2
Volkswagen Polo,2016,4.44,9.91,56482,Diesel,Individual,Manual,3
Ford EcoSport,2015,8.68,28.13,109504,Diesel,Dealer,Manual,2
Honda City,2005,9.09,29.85,83353,CNG,Dealer,Manual,1
Maruti Baleno,2022,5.72,13.42,173337,Diesel,Individual,Automatic,3
Mahindra XUV500,2014,8.94,15.34,177208,CNG,Individual,Automatic,1
Volkswagen Polo,2017,10.82,25.13,217803,Diesel,Dealer,Automatic,0
Mahindra Scorpio,2020,5.35,12.5,91807,Diesel,Dealer,Manual,3
Maruti Baleno,2017,6.48,12.47,190602,Diesel,Individual,Manual,1
Mahindra XUV500,2006,0.87,2.53,9763,Diesel,Dealer,Manual,1
Mahindra XUV500,2009,6.61,15.0,188383,CNG,Individual,Automatic,3
Volkswagen Polo,2009,6.02,19.73,82129,Petrol,Dealer,Manual,1
Tata Nexon,2011,7.89,27.09,34087,CNG,Dealer,Manual,3
Hyundai Verna,2005,2.15,8.9,242163,Diesel,Dealer,Manual,2
Mahindra XUV500,2017,7.49,16.61,178542,Petrol,Dealer,Manual,3
Mahindra Scorpio,2008,9.61,29.67,167462,Petrol,Individual,Manual,3
Honda City,2020,2.02,3.23,242064,Petrol,Individual,Automatic,1
Toyota Fortuner,2009,13.9,34.24,184425,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2015,17.17,32.96,237259,Petrol,Dealer,Manual,3
Tata Nexon,2023,5.09,8.76,109824,CNG,Individual,Manual,0
Kia Seltos,2023,4.82,8.72,112509,CNG,Individual,Automatic,3
Honda City,2016,3.69,9.89,123884,CNG,Dealer,Manual,0
Maruti Baleno,2006,6.46,26.95,79499,Petrol,Dealer,Manual,0
Volkswagen Polo,2014,11.01,32.5,176635,Petrol,Individual,Automatic,0
Maruti Swift,2021,6.58,15.2,85730,CNG,Individual,Automatic,1
Hyundai i20,2010,10.69,28.26,131083,Petrol,Dealer,Manual,3
Honda City,2021,17.52,24.83,119934,Diesel,Dealer,Manual,2
Hyundai Verna,2015,9.05,18.56,82527,Petrol,Individual,Automatic,3
Maruti Swift,2019,11.01,16.64,151895,Diesel,Individual,Automatic,3
Mahindra XUV500,2022,17.44,30.48,134526,Petrol,Individual,Manual,0
Mahindra Scorpio,2016,5.38,8.73,213726,Diesel,Dealer,Automatic,2
Toyota Fortuner,2019,7.84,18.59,162732,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2008,2.49,11.83,85691,CNG,Dealer,Automatic,2
Hyundai Verna,2008,4.81,14.4,215625,Petrol,Dealer,Automatic,3
Mahindra Scorpio,2011,14.42,31.41,126225,Diesel,Individual,Manual,3
Renault Kwid,2012,1.64,6.11,218872,CNG,Individual,Manual,1
Skoda Rapid,2021,21.77,27.56,151104,Diesel,Dealer,Automatic,0
Skoda Rapid,2023,18.49,27.86,70184,Petrol,Individual,Automatic,0
Volkswagen Polo,2021,26.64,34.56,86515,Diesel,Dealer,Automatic,0
Mahindra Scorpio,2020,15.78,33.75,210782,Diesel,Individual,Manual,3
Honda City,2022,10.74,12.7,247744,Petrol,Dealer,Automatic,0
Kia Seltos,2014,9.67,21.09,231024,CNG,Dealer,Manual,0
Kia Seltos,2016,2.54,4.87,29502,CNG,Individual,Manual,0
Volkswagen Polo,2013,1.01,2.2,67785,CNG,Dealer,Automatic,2
Toyota Corolla,2014,14.48,33.1,236752,Petrol,Dealer,Manual,1
Toyota Corolla,2023,16.94,26.19,223577,Petrol,Individual,Manual,2
Hyundai Verna,2012,3.99,7.58,174957,Petrol,Dealer,Automatic,3
Hyundai i20,2013,5.39,10.96,107413,Petrol,Individual,Automatic,0
Maruti Baleno,2021,15.71,30.11,229970,CNG,Dealer,Manual,0
Maruti Baleno,2013,10.64,27.8,186143,Petrol,Dealer,Automatic,2
Toyota Fortuner,2005,1.42,8.19,216052,Petrol,Individual,Manual,2
Kia Seltos,2011,9.57,18.87,100377,Diesel,Individual,Manual,3
Hyundai i20,2021,11.08,20.78,162255,Diesel,Dealer,Automatic,1
Honda City,2010,5.46,10.66,171280,CNG,Dealer,Automatic,3
Maruti Baleno,2022,5.37,10.17,131683,Diesel,Individual,Manual,3
Tata Nexon,2016,4.26,7.3,220757,Diesel,Dealer,Manual,3
Mahindra Scorpio,2008,9.77,29.12,232544,Petrol,Dealer,Manual,2
Maruti Baleno,2016,4.19,8.34,96493,CNG,Individual,Automatic,1
Kia Seltos,2021,5.36,9.97,38085,Petrol,Dealer,Manual,3
Mahindra XUV500,2006,1.13,4.12,57709,Petrol,Individual,Manual,1
Volkswagen Polo,2018,11.06,28.89,147692,Diesel,Individual,Manual,2
Volkswagen Polo,2023,3.58,4.4,131044,Petrol,Dealer,Manual,3
Skoda Rapid,2011,11.75,25.61,108475,Diesel,Dealer,Manual,3
Toyota Corolla,2017,6.79,14.1,212383,Diesel,Individual,Automatic,2
Hyundai Verna,2009,1.44,4.25,46269,CNG,Dealer,Automatic,3
Honda City,2008,7.71,26.64,104468,CNG,Individual,Manual,3
Skoda Rapid,2021,11.17,25.15,8832,Petrol,Individual,Automatic,3
Toyota Corolla,2019,4.23,6.52,128714,CNG,Individual,Automatic,3
Volkswagen Polo,2011,14.04,34.58,15024,Petrol,Dealer,Manual,3
Skoda Rapid,2005,3.68,15.09,139479,Petrol,Dealer,Manual,3
Skoda Rapid,2011,2.01,7.75,31505,Diesel,Individual,Automatic,2
Hyundai i20,2017,10.46,18.24,239561,Diesel,Dealer,Manual,3
Hyundai Verna,2022,13.11,16.72,109843,CNG,Dealer,Manual,0
Hyundai Verna,2018,16.34,27.6,155145,Diesel,Individual,Manual,2
Hyundai i20,2012,7.08,21.05,198587,Petrol,Individual,Automatic,2
Volkswagen Polo,2010,1.88,4.81,150188,Diesel,Dealer,Manual,3
Maruti Baleno,2020,14.55,34.97,226270,Petrol,Individual,Automatic,1
Hyundai Verna,2006,7.45,19.43,163376,CNG,Dealer,Manual,3
Mahindra Scorpio,2017,1.34,3.63,146439,CNG,Individual,Manual,0
Hyundai Verna,2006,12.01,33.99,37991,Diesel,Individual,Manual,2
Maruti Swift,2023,13.77,16.41,52997,CNG,Individual,Automatic,0
Hyundai i20,2010,8.32,24.99,200994,Petrol,Dealer,Manual,2
Maruti Baleno,2008,10.14,29.12,42201,CNG,Dealer,Manual,2
Hyundai i20,2011,9.69,27.34,110514,Diesel,Individual,Manual,2
Hyundai Verna,2016,10.4,21.56,104273,Petrol,Dealer,Automatic,1
Maruti Swift,2014,6.87,11.08,52779,Diesel,Dealer,Manual,2
Maruti Baleno,2007,6.6,17.77,248929,Petrol,Dealer,Manual,1
Toyota Corolla,2012,5.96,13.32,25750,CNG,Individual,Manual,3
Tata Nexon,2019,19.63,31.4,14079,CNG,Dealer,Manual,1
Ford EcoSport,2010,9.76,29.68,199442,Petrol,Dealer,Manual,3
Renault Kwid,2023,12.64,22.82,93916,Diesel,Individual,Manual,1
Tata Nexon,2019,10.32,24.57,30993,Petrol,Individual,Automatic,3
Tata Nexon,2009,1.41,3.88,133406,Petrol,Individual,Manual,3
Volkswagen Polo,2018,15.39,34.94,184704,Petrol,Dealer,Manual,2
Toyota Corolla,2023,5.17,10.59,94051,CNG,Dealer,Manual,1
Kia Seltos,2013,2.93,6.16,156341,Diesel,Dealer,Manual,0
Tata Nexon,2014,9.13,18.92,173600,Diesel,Dealer,Manual,1
Kia Seltos,2006,1.54,4.34,215001,CNG,Individual,Automatic,1
Toyota Fortuner,2020,4.36,11.9,17224,Petrol,Dealer,Manual,0
Hyundai Verna,2013,3.57,7.49,9141,CNG,Dealer,Automatic,1
Ford EcoSport,2017,3.63,8.99,64902,Diesel,Dealer,Automatic,3
Skoda Rapid,2020,17.54,26.87,101498,Diesel,Dealer,Automatic,2
Hyundai i20,2005,10.32,26.91,66554,CNG,Dealer,Manual,0
Maruti Baleno,2006,3.39,11.73,245617,Diesel,Dealer,Manual,2
Kia Seltos,2011,16.14,31.0,56360,Petrol,Individual,Manual,1
Toyota Fortuner,2008,4.53,20.01,70140,Petrol,Dealer,Automatic,3
Tata Nexon,2008,1.65,6.75,203360,Diesel,Dealer,Manual,0
Mahindra Scorpio,2015,16.49,26.21,232684,Petrol,Individual,Automatic,3
Kia Seltos,2022,9.53,13.68,239385,Diesel,Individual,Manual,3
Honda City,2019,6.0,10.78,26301,Diesel,Dealer,Manual,3
Skoda Rapid,2013,7.91,16.02,60856,Petrol,Individual,Automatic,3
Renault Kwid,2005,7.98,34.52,147182,Diesel,Dealer,Manual,3
Mahindra Scorpio,2023,12.9,30.28,131545,Petrol,Dealer,Automatic,2
Renault Kwid,2021,4.0,5.25,244647,Diesel,Dealer,Manual,0
Hyundai i20,2021,3.78,10.34,107499,Diesel,Dealer,Automatic,0
Hyundai i20,2018,6.1,13.53,208141,Diesel,Dealer,Manual,0
Volkswagen Polo,2021,22.14,29.16,202327,CNG,Individual,Manual,2
Renault Kwid,2010,0.6,2.56,84569,Diesel,Dealer,Automatic,1
Maruti Baleno,2010,2.25,4.53,46846,Diesel,Dealer,Automatic,3
Maruti Swift,2006,5.6,28.24,20733,Petrol,Dealer,Manual,0
Renault Kwid,2007,1.38,5.31,220243,Petrol,Dealer,Automatic,0
Kia Seltos,2006,14.13,34.39,197941,Petrol,Dealer,Manual,2
Hyundai i20,2013,1.21,2.61,29309,Petrol,Individual,Automatic,2
Skoda Rapid,2022,8.7,12.09,182732,Diesel,Individual,Automatic,1
Honda City,2006,5.83,23.03,81870,CNG,Individual,Automatic,2
Skoda Rapid,2010,12.42,28.28,77377,Petrol,Individual,Automatic,0
Hyundai i20,2011,10.13,32.04,112092,Diesel,Individual,Automatic,0
Honda City,2015,16.88,26.29,42755,Diesel,Individual,Automatic,0
Skoda Rapid,2012,14.55,30.51,157324,CNG,Dealer,Automatic,3
Kia Seltos,2012,5.91,22.86,224162,Diesel,Dealer,Automatic,1
Volkswagen Polo,2013,3.67,6.8,214124,CNG,Dealer,Manual,3
Mahindra XUV500,2016,7.23,13.61,244721,Petrol,Dealer,Manual,1
Toyota Fortuner,2017,1.17,2.96,174578,CNG,Dealer,Manual,1
Maruti Swift,2020,15.13,25.17,24360,Diesel,Individual,Manual,0
Maruti Baleno,2010,12.53,28.43,87597,Diesel,Individual,Automatic,2
Tata Nexon,2014,1.87,4.7,58693,Petrol,Individual,Automatic,1
Hyundai i20,2011,11.78,32.85,8981,Diesel,Dealer,Manual,3
Hyundai i20,2017,6.53,17.14,227601,Petrol,Dealer,Manual,0
Ford EcoSport,2017,11.46,32.81,202817,Diesel,Dealer,Automatic,2
Toyota Corolla,2010,7.09,13.84,63047,Petrol,Dealer,Manual,1
Maruti Baleno,2016,15.76,23.39,142866,Petrol,Individual,Automatic,0
Honda City,2022,4.47,5.32,16560,Diesel,Dealer,Manual,3
Mahindra XUV500,2008,7.63,34.87,198709,Petrol,Dealer,Automatic,1
Hyundai i20,2014,13.0,32.53,109143,Diesel,Dealer,Automatic,3
Renault Kwid,2006,8.94,24.45,6906,Diesel,Dealer,Manual,1
Mahindra Scorpio,2020,2.18,3.48,217290,Diesel,Individual,Automatic,0
Maruti Baleno,2005,2.74,15.21,45297,CNG,Individual,Manual,3
Hyundai i20,2017,15.42,24.19,148738,Diesel,Individual,Manual,3
Skoda Rapid,2018,11.51,28.57,155685,Petrol,Dealer,Manual,2
Maruti Baleno,2021,5.37,14.44,107302,Petrol,Dealer,Automatic,1
Mahindra Scorpio,2015,3.6,6.72,165897,Petrol,Dealer,Manual,1
Hyundai i20,2009,8.03,33.46,234716,Petrol,Individual,Manual,0
Honda City,2006,9.08,27.26,210849,Diesel,Dealer,Manual,2
Mahindra Scorpio,2009,11.16,30.79,82707,Petrol,Dealer,Manual,2
Toyota Corolla,2006,7.42,22.69,112724,Petrol,Dealer,Automatic,2
Maruti Baleno,2009,4.16,17.01,249896,Diesel,Individual,Automatic,3
Mahindra XUV500,2017,18.64,30.16,62894,Petrol,Individual,Automatic,3
Hyundai i20,2016,4.18,6.25,117113,CNG,Individual,Automatic,0
Hyundai i20,2019,6.45,9.71,184006,Petrol,Individual,Automatic,0
Volkswagen Polo,2021,8.22,14.71,165259,Diesel,Dealer,Automatic,2
Maruti Swift,2022,12.87,16.96,118396,Diesel,Dealer,Manual,0
Ford EcoSport,2015,19.44,33.36,195861,Petrol,Individual,Automatic,2
Maruti Swift,2017,13.59,28.58,216389,Diesel,Dealer,Manual,3
Toyota Corolla,2021,16.66,32.29,99533,CNG,Individual,Manual,1
Toyota Fortuner,2014,3.36,9.88,10972,CNG,Dealer,Automatic,1
Honda City,2021,1.27,3.16,112791,CNG,Individual,Automatic,3
Toyota Corolla,2021,13.84,24.19,111410,Petrol,Individual,Manual,1
Maruti Swift,2006,1.64,4.53,140604,Petrol,Individual,Manual,3
Toyota Fortuner,2005,11.8,33.2,106164,Diesel,Dealer,Manual,0
Maruti Swift,2011,4.5,13.63,122369,CNG,Individual,Manual,2
Skoda Rapid,2018,10.36,18.27,130695,Diesel,Individual,Automatic,0
Toyota Corolla,2022,5.21,6.2,98220,Diesel,Dealer,Automatic,2
Mahindra XUV500,2014,12.24,19.43,239397,Petrol,Individual,Manual,2
Skoda Rapid,2021,17.66,27.96,97259,Diesel,Dealer,Manual,3
Mahindra XUV500,2009,1.94,8.62,124324,Diesel,Dealer,Automatic,3
Ford EcoSport,2008,8.26,25.08,57389,CNG,Dealer,Automatic,2
Toyota Fortuner,2006,1.15,5.58,80164,CNG,Dealer,Automatic,2
Kia Seltos,2014,7.71,22.63,90474,CNG,Dealer,Automatic,3
Honda City,2018,11.67,18.68,177106,CNG,Dealer,Manual,1
Toyota Fortuner,2020,13.73,29.59,8771,Diesel,Dealer,Manual,0
Honda City,2012,4.21,15.44,223530,Petrol,Dealer,Automatic,1
Maruti Baleno,2021,1.4,3.8,64946,CNG,Individual,Automatic,1
Kia Seltos,2008,5.48,20.87,236233,Diesel,Dealer,Manual,0
Hyundai i20,2018,1.05,2.73,108376,Diesel,Individual,Manual,3
Tata Nexon,2009,2.19,5.33,162541,Diesel,Individual,Manual,2
Kia Seltos,2005,10.47,32.38,26323,Petrol,Dealer,Automatic,3
Hyundai i20,2006,4.68,19.22,157297,CNG,Individual,Manual,1
Skoda Rapid,2018,7.52,15.27,72863,Diesel,Individual,Manual,0
Volkswagen Polo,2008,9.77,27.5,43192,Diesel,Individual,Automatic,2
Mahindra Scorpio,2009,6.61,28.35,65030,CNG,Individual,Manual,3
Maruti Baleno,2022,21.73,33.54,141681,Diesel,Individual,Automatic,0
Skoda Rapid,2009,8.06,20.29,195830,Diesel,Individual,Automatic,2
Honda City,2012,10.0,30.61,229006,CNG,Dealer,Manual,1
Toyota Fortuner,2013,7.33,26.98,119897,Petrol,Individual,Manual,1
Mahindra XUV500,2016,6.34,20.38,122798,CNG,Dealer,Automatic,2
Volkswagen Polo,2008,5.32,20.15,68230,Petrol,Dealer,Manual,1
Tata Nexon,2023,18.99,30.1,109292,Petrol,Individual,Manual,3
Hyundai i20,2010,2.61,5.21,117551,Petrol,Dealer,Automatic,1
Mahindra XUV500,2005,7.4,29.57,21619,CNG,Individual,Manual,1
Toyota Corolla,2010,2.11,8.43,110575,Petrol,Dealer,Automatic,2
Hyundai i20,2005,6.33,16.67,72359,Petrol,Dealer,Automatic,3
Hyundai i20,2013,4.03,6.71,135466,Diesel,Dealer,Manual,0
Ford EcoSport,2007,2.72,13.56,29502,Diesel,Individual,Automatic,1
Maruti Baleno,2011,7.16,18.01,75192,Diesel,Individual,Automatic,1
Tata Nexon,2012,5.74,13.97,77782,CNG,Dealer,Manual,2
Mahindra Scorpio,2020,6.1,12.44,105128,Petrol,Dealer,Manual,0
Toyota Fortuner,2014,9.99,24.61,222202,Petrol,Dealer,Manual,3
Maruti Swift,2012,4.48,8.38,5368,Petrol,Dealer,Manual,3
Kia Seltos,2021,16.28,34.3,72005,Diesel,Individual,Manual,0
Toyota Corolla,2012,4.54,15.68,238589,Petrol,Individual,Automatic,3
Volkswagen Polo,2010,12.69,29.21,198219,CNG,Individual,Manual,2
Volkswagen Polo,2011,7.26,19.1,232967,CNG,Dealer,Manual,1
Ford EcoSport,2012,9.28,33.52,83177,Petrol,Dealer,Manual,2
Mahindra XUV500,2016,6.04,9.93,76820,CNG,Dealer,Automatic,3
Toyota Fortuner,2012,5.91,18.62,16539,Diesel,Individual,Manual,0
Mahindra Scorpio,2017,17.15,25.7,146932,CNG,Dealer,Automatic,1
Honda City,2017,11.8,19.49,43744,CNG,Dealer,Manual,2
Skoda Rapid,2017,5.17,10.78,8190,Diesel,Individual,Automatic,3
Maruti Baleno,2005,6.65,24.88,186033,Diesel,Individual,Manual,3
Maruti Swift,2014,9.68,16.53,59847,CNG,Individual,Manual,1
Volkswagen Polo,2020,23.99,31.32,147839,Diesel,Individual,Manual,0
Maruti Baleno,2016,4.08,8.77,25982,Petrol,Dealer,Manual,2
Hyundai i20,2011,7.76,27.14,218215,Diesel,Individual,Automatic,2
Toyota Fortuner,2010,9.81,21.36,186565,Petrol,Individual,Automatic,3
Kia Seltos,2015,5.52,10.32,119296,Petrol,Individual,Automatic,2
Toyota Corolla,2013,11.81,33.5,105572,Diesel,Individual,Automatic,3
Mahindra XUV500,2023,5.32,8.54,96428,Diesel,Individual,Manual,1
Ford EcoSport,2016,14.69,29.76,104270,Diesel,Dealer,Automatic,1
Maruti Baleno,2011,1.42,4.06,147012,CNG,Dealer,Automatic,3
Maruti Baleno,2016,10.12,31.15,79554,Diesel,Dealer,Automatic,3
Toyota Fortuner,2021,21.96,27.29,228190,Diesel,Dealer,Automatic,1
Ford EcoSport,2019,21.41,32.51,185580,Petrol,Individual,Automatic,1
Ford EcoSport,2023,11.0,22.79,212028,CNG,Individual,Manual,2
Hyundai Verna,2020,15.81,33.37,18231,CNG,Dealer,Automatic,0
Ford EcoSport,2014,8.24,25.3,220862,Petrol,Dealer,Automatic,0
Ford EcoSport,2011,5.07,9.32,67672,Petrol,Individual,Manual,0
Kia Seltos,2015,2.0,3.19,62378,CNG,Individual,Automatic,3
Hyundai Verna,2023,10.6,24.54,115502,Petrol,Individual,Automatic,2
Skoda Rapid,2017,10.8,26.66,30958,CNG,Dealer,Manual,1
Honda City,2006,6.39,33.67,47406,Petrol,Dealer,Manual,0
Tata Nexon,2011,3.93,14.06,12244,Petrol,Individual,Manual,1
Honda City,2011,12.5,32.53,205658,Diesel,Dealer,Manual,2
Renault Kwid,2008,2.82,8.22,156152,Petrol,Dealer,Manual,3
Maruti Swift,2005,6.82,20.45,163322,Diesel,Individual,Automatic,3
Maruti Swift,2017,7.7,17.96,209736,CNG,Individual,Manual,1
Hyundai i20,2018,15.53,26.91,159596,Diesel,Dealer,Manual,1
Volkswagen Polo,2009,2.6,8.27,96141,Petrol,Dealer,Automatic,0
Ford EcoSport,2011,1.09,2.19,85141,Petrol,Dealer,Automatic,3
Volkswagen Polo,2012,11.12,20.77,246112,CNG,Dealer,Automatic,2
Skoda Rapid,2022,7.66,16.44,142328,CNG,Dealer,Manual,0
Mahindra XUV500,2018,5.83,11.95,206454,CNG,Dealer,Manual,1
Renault Kwid,2018,1.62,2.96,21043,Petrol,Dealer,Manual,3
Ford EcoSport,2015,9.35,19.16,222825,Diesel,Individual,Manual,3
Maruti Swift,2016,3.97,12.18,152478,CNG,Individual,Manual,0
Ford EcoSport,2010,5.66,19.5,26352,Petrol,Dealer,Manual,1
Toyota Corolla,2020,13.75,19.31,59213,Diesel,Dealer,Automatic,0
